stove,	NN,	stove,	a kitchen appliance used for cooking food;any heating apparatus
tea,	NN,	tea,	a beverage made by steeping tea leaves in water;a light midafternoon meal of tea and sandwiches or cakes;a tropical evergreen shrub or small tree extensively cultivated in e.g. China and Japan and India; source of tea leaves;a reception or party at which tea is served;dried leaves of the tea shrub; used to make tea
iced,	JJ,	iced,	--- No definition found for pos_key j ---
whole,	JJ,	whole,	including all components without exception; being one unit or constituting the full amount or extent or duration; complete;(of siblings;not injured or harmed;exhibiting or restored to vigorous good health;acting together as a single undiversified whole
smell,	VBZ,	smells,	inhale the odor of; perceive by the olfactory sense;emit an odor;smell bad;have an element suggestive (of something;become aware of not through the senses but instinctively
smell,	VBP,	smell,	inhale the odor of; perceive by the olfactory sense;emit an odor;smell bad;have an element suggestive (of something;become aware of not through the senses but instinctively
though,	IN,	though,	--- No definition found for pos_key i ---
though,	RB,	though,	(postpositive
bad,	JJ,	bad,	having undesirable or negative qualities;very intense;or bad;feeling physical discomfort or pain (`tough' is occasionally used colloquially for `bad';(of foodstuffs;feeling or expressing regret or sorrow or a sense of loss over something done or undone;not capable of being collected;or uncollectible;below average in quality or performance;nonstandard;not financially safe or secure;physically unsound or diseased;capable of harming;characterized by wickedness or immorality;reproduced fraudulently;not working properly
bad,	RB,	bad,	with great intensity (`bad' is a nonstandard variant for `badly';very much; strongly
uh,	UH,	uh,	--- No definition found for pos_key x ---
catch,	VBD,	caught,	discover or come upon accidentally, suddenly, or unexpectedly; catch somebody doing something or in a certain state;perceive with the senses quickly, suddenly, or momentarily;reach with a blow or hit in a particular spot;take hold of so as to seize or restrain or stop the motion of;succeed in catching or seizing, especially after a chase;to hook or entangle;attract and fix;capture as if by hunting, snaring, or trapping;reach in time;get or regain something necessary, usually quickly or briefly;catch up with and possibly overtake;be struck or affected by;check oneself during an action;hear, usually without the knowledge of the speakers;see or watch;cause to become accidentally or suddenly caught, ensnared, or entangled;detect a blunder or misstep;grasp with the mind or develop an understanding of;contract;start burning;perceive by hearing;suffer from the receipt of;attract; cause to be enamored;apprehend and reproduce accurately;take in and retain;spread or be communicated;be the catcher;become aware of;delay or hold up; prevent from proceeding on schedule or as planned
catch,	VB,	catch,	discover or come upon accidentally, suddenly, or unexpectedly; catch somebody doing something or in a certain state;perceive with the senses quickly, suddenly, or momentarily;reach with a blow or hit in a particular spot;take hold of so as to seize or restrain or stop the motion of;succeed in catching or seizing, especially after a chase;to hook or entangle;attract and fix;capture as if by hunting, snaring, or trapping;reach in time;get or regain something necessary, usually quickly or briefly;catch up with and possibly overtake;be struck or affected by;check oneself during an action;hear, usually without the knowledge of the speakers;see or watch;cause to become accidentally or suddenly caught, ensnared, or entangled;detect a blunder or misstep;grasp with the mind or develop an understanding of;contract;start burning;perceive by hearing;suffer from the receipt of;attract; cause to be enamored;apprehend and reproduce accurately;take in and retain;spread or be communicated;be the catcher;become aware of;delay or hold up; prevent from proceeding on schedule or as planned
catch,	VBP,	catch,	discover or come upon accidentally, suddenly, or unexpectedly; catch somebody doing something or in a certain state;perceive with the senses quickly, suddenly, or momentarily;reach with a blow or hit in a particular spot;take hold of so as to seize or restrain or stop the motion of;succeed in catching or seizing, especially after a chase;to hook or entangle;attract and fix;capture as if by hunting, snaring, or trapping;reach in time;get or regain something necessary, usually quickly or briefly;catch up with and possibly overtake;be struck or affected by;check oneself during an action;hear, usually without the knowledge of the speakers;see or watch;cause to become accidentally or suddenly caught, ensnared, or entangled;detect a blunder or misstep;grasp with the mind or develop an understanding of;contract;start burning;perceive by hearing;suffer from the receipt of;attract; cause to be enamored;apprehend and reproduce accurately;take in and retain;spread or be communicated;be the catcher;become aware of;delay or hold up; prevent from proceeding on schedule or as planned
flower,	NN,	flower,	a plant cultivated for its blooms or blossoms;reproductive organ of angiosperm plants especially one having showy or colorful parts;the period of greatest prosperity or productivity
flower,	VB,	flower,	produce or yield flowers
easy,	RB,	easy,	with ease (`easy' is sometimes used informally for `easily';without speed (`slow' is sometimes used informally for `slowly';in a relaxed manner; or without hardship
easy,	JJ,	easy,	posing no difficulty; requiring little effort;not hurried or forced;or easygoing;free from worry or anxiety;affording pleasure;having little impact;or light;readily exploited or tricked;in fortunate circumstances financially; moderately rich;marked by moderate steepness;affording comfort;casual and unrestrained in sexual behavior;or light;less in demand and therefore readily obtainable;obtained with little effort or sacrifice, often obtained illegally
finish,	VBN,	finished,	come or bring to a finish or an end;finally be or do something;have an end, in a temporal, spatial, or quantitative sense; either spatial or metaphorical;provide with a finish;finish eating all the food on one's plate or on the table;cause to finish a relationship with somebody
finish,	VBD,	finished,	come or bring to a finish or an end;finally be or do something;have an end, in a temporal, spatial, or quantitative sense; either spatial or metaphorical;provide with a finish;finish eating all the food on one's plate or on the table;cause to finish a relationship with somebody
finish,	VB,	finish,	come or bring to a finish or an end;finally be or do something;have an end, in a temporal, spatial, or quantitative sense; either spatial or metaphorical;provide with a finish;finish eating all the food on one's plate or on the table;cause to finish a relationship with somebody
smash,	VBD,	smashed,	hit hard;break into pieces, as by striking or knocking over;reduce to bankruptcy;hit violently;humiliate or depress completely;damage or destroy as if by violence;hit (a tennis ball;collide or strike violently and suddenly;overthrow or destroy (something considered evil or harmful;break suddenly into pieces, as from a violent blow
smash,	VBG,	smashing,	hit hard;break into pieces, as by striking or knocking over;reduce to bankruptcy;hit violently;humiliate or depress completely;damage or destroy as if by violence;hit (a tennis ball;collide or strike violently and suddenly;overthrow or destroy (something considered evil or harmful;break suddenly into pieces, as from a violent blow
flat,	JJ,	flat,	having a surface without slope, tilt in which no part is higher or lower than another;having a relatively broad surface in relation to depth or thickness;not modified or restricted by reservations;stretched out and lying at full length along the ground;lacking contrast or shading between tones;(of a musical note;flattened laterally along the whole length (e.g., certain leafstalks or flatfishes;lacking taste or flavor or tang;lacking stimulating characteristics; uninteresting;having lost effervescence;sounded or spoken in a tone unvarying in pitch;horizontally level;lacking the expected range or depth; not designed to give an illusion or depth;not reflecting light; not glossy;commercially inactive
cover,	VB,	cover,	provide with a covering or cause to be covered;form a cover over;span an interval of distance, space or time;provide for;act on verbally or in some form of artistic expression;include in scope; include as part of something broader; have as one's sphere or territory;travel across or pass over;be responsible for reporting the details of, as in journalism;hold within range of an aimed firearm;to take an action to protect against future problems;hide from view or knowledge;protect or defend (a position in a game;maintain a check on; especially by patrolling;protect by insurance;make up for shortcomings or a feeling of inferiority by exaggerating good qualities;invest with a large or excessive amount of something;help out by taking someone's place and temporarily assuming his responsibilities;be sufficient to meet, defray, or offset the charge or cost of;spread over a surface to conceal or protect;cover as if with a shroud;copulate with a female, used especially of horses;put something on top of something else;play a higher card than the one previously played;be responsible for guarding an opponent in a game;sit on (eggs;clothe, as if for protection from the elements
cookie,	NN,	cookie,	any of various small flat sweet cakes (`biscuit' is the British term;the cook on a ranch or at a camp;a short line of text that a web site puts on your computer's hard drive when you access the web site
cookie,	NNS,	cookies,	any of various small flat sweet cakes (`biscuit' is the British term;the cook on a ranch or at a camp;a short line of text that a web site puts on your computer's hard drive when you access the web site
farmhouse,	NN,	farmhouse,	house for a farmer and family
start,	NN,	start,	the beginning of anything;the time at which something is supposed to begin;a turn to be a starter (in a game at the beginning;a sudden involuntary movement;the act of starting something;a line indicating the location of the start of a race or a game;a signal to begin (as in a race;the advantage gained by beginning early (as in a race
start,	VB,	start,	take the first step or steps in carrying out an action;set in motion, cause to start;have a beginning, in a temporal, spatial, or evaluative sense;bring into being;get off the ground;move or jump suddenly, as if in surprise or alarm;get going or set in motion;begin or set in motion;begin work or acting in a certain capacity, office or job;play in the starting lineup;have a beginning characterized in some specified way;begin an event that is implied and limited by the nature or inherent function of the direct object;bulge outward
uhoh,	NN,	uhoh,	--- No definition found for pos_key n ---
uhoh,	VBP,	uhoh,	--- No definition found for pos_key v ---
uhoh,	NNS,	uhoh,	--- No definition found for pos_key n ---
hard,	JJ,	hard,	not easy; requiring great physical or mental effort to accomplish or comprehend or endure;dispassionate;resisting weight or pressure;very strong or vigorous;characterized by effort to the point of exhaustion; especially physical effort;produced without vibration of the vocal cords;(of light;(of speech sounds;given to excessive indulgence of bodily appetites especially for intoxicating liquors;being distilled rather than fermented; having a high alcoholic content;unfortunate or hard to bear;dried out
hard,	RB,	hard,	with effort or force or vigor;with firmness;earnestly or intently;causing great damage or hardship;slowly and with difficulty;indulging excessively;into a solid condition;very near or close in space or time;with pain or distress or bitterness;to the full extent possible; all the way
oops,	NNP,	oops,	--- No definition found for pos_key n ---
knock,	VBN,	knocked,	deliver a sharp blow or push;rap with the knuckles;knock against with force or violence;make light, repeated taps on a surface;sound like a car engine that is firing too early;find fault with; express criticism of; point out real or perceived flaws
knock,	VB,	knock,	deliver a sharp blow or push;rap with the knuckles;knock against with force or violence;make light, repeated taps on a surface;sound like a car engine that is firing too early;find fault with; express criticism of; point out real or perceived flaws
knock,	VBD,	knocked,	deliver a sharp blow or push;rap with the knuckles;knock against with force or violence;make light, repeated taps on a surface;sound like a car engine that is firing too early;find fault with; express criticism of; point out real or perceived flaws
shall,	MD,	shall,	--- No definition found for pos_key x ---
throw,	VB,	throw,	propel through the air;move violently, energetically, or carelessly;get rid of;place or put with great energy;convey or communicate; of a smile, a look, a physical gesture;cause to go on or to be engaged or set in operation;put or send forth;to put into a state or activity hastily, suddenly, or carelessly;cause to be confused emotionally;utter with force; utter vehemently;organize or be responsible for;make on a potter's wheel;cause to fall off;throw (a die;be confusing or perplexing to; cause to be unable to think clearly
throw,	VBD,	threw,	propel through the air;move violently, energetically, or carelessly;get rid of;place or put with great energy;convey or communicate; of a smile, a look, a physical gesture;cause to go on or to be engaged or set in operation;put or send forth;to put into a state or activity hastily, suddenly, or carelessly;cause to be confused emotionally;utter with force; utter vehemently;organize or be responsible for;make on a potter's wheel;cause to fall off;throw (a die;be confusing or perplexing to; cause to be unable to think clearly
throw,	VBP,	throw,	propel through the air;move violently, energetically, or carelessly;get rid of;place or put with great energy;convey or communicate; of a smile, a look, a physical gesture;cause to go on or to be engaged or set in operation;put or send forth;to put into a state or activity hastily, suddenly, or carelessly;cause to be confused emotionally;utter with force; utter vehemently;organize or be responsible for;make on a potter's wheel;cause to fall off;throw (a die;be confusing or perplexing to; cause to be unable to think clearly
us,	PRP,	us,	--- No definition found for pos_key d ---
road,	NN,	road,	an open way (generally public;a way or means to achieve something
bridge,	NN,	bridge,	a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.;a circuit consisting of two branches (4 arms arranged in a diamond configuration;something resembling a bridge in form or function;the hard ridge that forms the upper part of the nose;any of various card games based on whist for four players;a wooden support that holds the strings up;a denture anchored to teeth on either side of missing teeth;the link between two lenses; rests on the nose;an upper deck where a ship is steered and the captain stands
bridge,	JJ,	bridge,	--- No definition found for pos_key j ---
instead,	RB,	instead,	in place of, or as an alternative to;on the contrary;or instead
shirt,	NN,	shirt,	a garment worn on the upper half of the body
shirt,	NNS,	shirts,	a garment worn on the upper half of the body
hasta,	NNS,	hasta,	--- No definition found for pos_key n ---
color,	JJ,	color,	having or capable of producing colors
color,	NN,	color,	a visual attribute of things that results from the light they emit or transmit or reflect;interest and variety and intensity;the timbre of a musical sound;an outward or token appearance or form that is deliberately misleading;any material used for its color;(physics;the appearance of objects (or light sources;or brightness
color,	NNS,	colors,	a visual attribute of things that results from the light they emit or transmit or reflect;interest and variety and intensity;the timbre of a musical sound;an outward or token appearance or form that is deliberately misleading;any material used for its color;(physics;the appearance of objects (or light sources;or brightness
color,	VBZ,	colors,	add color to;affect as in thought or feeling;modify or bias;decorate with colors;give a deceptive explanation or excuse for;change color, often in an undesired manner
color,	VB,	color,	add color to;affect as in thought or feeling;modify or bias;decorate with colors;give a deceptive explanation or excuse for;change color, often in an undesired manner
hear,	VBP,	hear,	perceive (sound;get to know or become aware of, usually accidentally;examine or hear (evidence or a case;receive a communication from someone;listen and pay attention
hear,	VB,	hear,	perceive (sound;get to know or become aware of, usually accidentally;examine or hear (evidence or a case;receive a communication from someone;listen and pay attention
hear,	VBD,	heard,	perceive (sound;get to know or become aware of, usually accidentally;examine or hear (evidence or a case;receive a communication from someone;listen and pay attention
loud,	RB,	loud,	with relatively high volume
Andrew,	NNP,	Andrew,	(New Testament
floor,	NN,	floor,	the inside lower horizontal surface (as of a room, hallway, tent, or other structure;a structure consisting of a room or set of rooms at a single position along a vertical scale;a lower limit;the ground on which people and animals move about;the bottom surface of any lake or other body of water;the lower inside surface of any hollow structure;the occupants of a floor;the parliamentary right to address an assembly;the legislative hall where members debate and vote and conduct other business;a large room in a exchange where the trading is done
whatever,	WDT,	whatever,	--- No definition found for pos_key x ---
little,	JJ,	little,	limited or below average in number or quantity or magnitude or extent;or small;(quantifier used with mass nouns;with `a';(of children and animals;(informal;or small;(of a voice;low in stature; not tall;lowercase;small in a way that arouses feelings (of tenderness or its opposite depending on the context
little,	JJR,	littler,	limited or below average in number or quantity or magnitude or extent;or small;(quantifier used with mass nouns;with `a';(of children and animals;(informal;or small;(of a voice;low in stature; not tall;lowercase;small in a way that arouses feelings (of tenderness or its opposite depending on the context
little,	RB,	little,	not much
pink,	NN,	pink,	a light shade of red;any of various flowers of plants of the genus Dianthus cultivated for their fragrant flowers;a person with mildly leftist political views
pink,	JJ,	pink,	of a light shade of red
snowman,	NN,	snowman,	a figure of a person made of packed snow
uhuh,	NNP,	uhuh,	--- No definition found for pos_key n ---
uhuh,	VB,	uhuh,	--- No definition found for pos_key v ---
uhuh,	NN,	uhuh,	--- No definition found for pos_key n ---
uhuh,	NNS,	uhuh,	--- No definition found for pos_key n ---
carrot,	NN,	carrot,	deep orange edible root of the cultivated carrot plant;perennial plant widely cultivated as an annual in many varieties for its long conical orange edible roots; temperate and tropical regions;orange root; important source of carotene
carrot,	NNS,	carrots,	deep orange edible root of the cultivated carrot plant;perennial plant widely cultivated as an annual in many varieties for its long conical orange edible roots; temperate and tropical regions;orange root; important source of carotene
storey,	NNS,	stories,	a structure consisting of a room or set of rooms at a single position along a vertical scale
Frostythesnowman,	NNP,	Frostythesnowman,	--- No definition found for pos_key n ---
story,	NN,	story,	a message that tells the particulars of an act or occurrence or course of events; presented in writing or drama or cinema or as a radio or television program;a piece of fiction that narrates a chain of related events;a structure consisting of a room or set of rooms at a single position along a vertical scale;a record or narrative description of past events;a short account of the news;a trivial lie
Mr,	NNP,	Mr,	a form of address for a man
Mcgregor,	NNP,	Mcgregor,	--- No definition found for pos_key n ---
lady,	NN,	lady,	a polite name for any woman;a woman of refinement;a woman of the peerage in Britain
snake,	NN,	snake,	limbless scaly elongate reptile; some are venomous;a deceitful or treacherous person;a tributary of the Columbia River that rises in Wyoming and flows westward; discovered in 1805 by the Lewis and Clark Expedition;a long faint constellation in the southern hemisphere near the equator stretching between Virgo and Cancer;something long, thin, and flexible that resembles a snake;a long flexible steel coil for dislodging stoppages in curved pipes
snake,	VB,	snake,	move smoothly and sinuously, like a snake;form a snake-like pattern;move along a winding path
snake,	NNS,	snakes,	limbless scaly elongate reptile; some are venomous;a deceitful or treacherous person;a tributary of the Columbia River that rises in Wyoming and flows westward; discovered in 1805 by the Lewis and Clark Expedition;a long faint constellation in the southern hemisphere near the equator stretching between Virgo and Cancer;something long, thin, and flexible that resembles a snake;a long flexible steel coil for dislodging stoppages in curved pipes
snake,	VBZ,	snakes,	move smoothly and sinuously, like a snake;form a snake-like pattern;move along a winding path
never,	RB,	never,	not ever; at no time in the past or future;not at all; certainly not; not in any circumstances
three,	CD,	three,	--- No definition found for pos_key m ---
three,	NN,	three,	the cardinal number that is the sum of one and one and one;one of four playing cards in a deck having three pips
juice,	NN,	juice,	the liquid part that can be extracted from plant or animal tissue by squeezing or cooking;energetic vitality;electric current;any of several liquids of the body
nose,	NN,	nose,	the organ of smell and entrance to the respiratory tract; the prominent part of the face of man or other mammals;a front that resembles a human nose (especially the front of an aircraft;the front or forward projection of a tool or weapon;a small distance;a symbol of inquisitiveness;the sense of smell (especially in animals;a natural skill;a projecting spout from which a fluid is discharged
nose,	VB,	nose,	search or inquire in a meddlesome way;advance the forward part of with caution;catch the scent of; get wind of;push or move with the nose;rub noses;defeat by a narrow margin
stuffy,	JJ,	stuffy,	lacking fresh air;excessively conventional and unimaginative and hence dull;affected with a sensation of stoppage or obstruction
runny,	JJ,	runny,	characteristic of a fluid; capable of flowing and easily changing shape
needta,	JJ,	needta,	--- No definition found for pos_key j ---
needta,	NN,	needta,	--- No definition found for pos_key n ---
needta,	NNS,	needta,	--- No definition found for pos_key n ---
bit,	NN,	bit,	a small piece or quantity of something;a small fragment of something broken off from the whole;an indefinitely short time;an instance of some kind;piece of metal held in horse's mouth by reins and used to control the horse while riding;a unit of measurement of information (from binary + digit;a small amount of solid food; a mouthful;a small fragment;a short performance that is part of a longer program;the part of a key that enters a lock and lifts the tumblers;the cutting part of a drill; usually pointed and threaded and is replaceable in a brace or bitstock or drill press
harder,	RBR,	harder,	with effort or force or vigor;with firmness;earnestly or intently;causing great damage or hardship;slowly and with difficulty;indulging excessively;into a solid condition;very near or close in space or time;with pain or distress or bitterness;to the full extent possible; all the way
blower,	NN,	blower,	a device that produces a current of air;a fan run by an electric motor;large aquatic carnivorous mammal with fin-like forelimbs no hind limbs, including: whales; dolphins; porpoises; narwhals
twist,	VBD,	twisted,	to move in a twisting or contorted motion, (especially when struggling;cause (a plastic object;turn in the opposite direction;form into a spiral shape;form into twists;extend in curves and turns;do the twist;twist or pull violently or suddenly, especially so as to remove (something;practice sophistry; change the meaning of or be vague about in order to mislead or deceive;twist suddenly so as to sprain
mouth,	NN,	mouth,	the opening through which food is taken in and vocalizations emerge;the externally visible part of the oral cavity on the face and the system of organs surrounding the opening;an opening that resembles a mouth (as of a cave or a gorge;the point where a stream issues into a larger body of water;a person conceived as a consumer of food;a spokesperson (as a lawyer;an impudent or insolent rejoinder;the opening of a jar or bottle
paper,	VB,	paper,	cover with paper;cover with wallpaper
paper,	NN,	paper,	a material made of cellulose pulp derived mainly from wood or rags or certain grasses;an essay (especially one written as an assignment;a daily or weekly publication on folded sheets; contains news and articles and advertisements;a medium for written communication;a scholarly article describing the results of observations or stating hypotheses;a business firm that publishes newspapers;the physical object that is the product of a newspaper publisher
string,	NN,	string,	a lightweight cord;stringed instruments that are played with a bow;a tightly stretched cord of wire or gut, as a part of an instrument or a tennis racket;a sequentially ordered set of things or events or ideas in which each successive member is related to the preceding;a linear sequence (as of characters, words, proteins, etc.;a tie consisting of a cord that goes through a seam around an opening;a tough piece of fiber in vegetables, meat, or other food (especially the tough fibers connecting the two halves of a bean pod;(cosmology;a collection of objects threaded on a single strand;a necklace made by stringing objects together
park,	NN,	park,	a large area of land preserved in its natural state as public property;a piece of open land for recreational use in an urban area;a facility in which ball games are played (especially baseball games;Scottish explorer in Africa (1771-1806;a lot where cars are parked;a gear position that acts as a parking brake
next,	JJ,	next,	immediately following in time or order;nearest in space or position; immediately adjoining without intervening space;(of elected officers;(of a day of the week;or nearest but one
next,	RB,	next,	at the time or occasion immediately following
apartment,	NNS,	apartments,	a suite of rooms usually on one floor of an apartment house
heart,	RB,	heart,	--- No definition found for pos_key a ---
smart,	JJ,	smart,	showing mental alertness and calculation and resourcefulness;elegant and stylish;characterized by quickness and ease in learning;improperly forward or bold;painfully severe;quick and brisk;capable of independent and apparently intelligent action
smart,	RB,	smart,	--- No definition found for pos_key a ---
rat,	NN,	rat,	any of various long-tailed rodents similar to but larger than a mouse;someone who works (or provides workers;a person who is deemed to be despicable or contemptible;one who reveals confidential information in return for money;a pad (usually made of hair
rat,	NNS,	rats,	any of various long-tailed rodents similar to but larger than a mouse;someone who works (or provides workers;a person who is deemed to be despicable or contemptible;one who reveals confidential information in return for money;a pad (usually made of hair
zoo,	NN,	zoo,	the facility where wild animals are housed for exhibition
circus,	NN,	circus,	a travelling company of entertainers; including trained animals;a performance given by a traveling company of acrobats, clowns, and trained animals;a frenetic disorganized (and often comic;(antiquity;an arena consisting of an oval or circular area enclosed by tiers of seats and usually covered by a tent;a genus of haws comprising the harriers
tiger,	NN,	tiger,	a fierce or audacious person;large feline of forests in most of Asia having a tawny coat with black stripes; endangered
jump,	VBG,	jumping,	move forward by leaps and bounds;move or jump suddenly, as if in surprise or alarm;make a sudden physical attack on;increase suddenly and significantly;be highly noticeable;enter eagerly into;rise in rank or status;jump down from an elevated point;run off or leave the rails;jump from an airplane and descend with a parachute;cause to jump or leap;start (a car engine whose battery is dead;bypass;pass abruptly from one state or topic to another;go back and forth; swing back and forth between two states or conditions
jump,	VBP,	jump,	move forward by leaps and bounds;move or jump suddenly, as if in surprise or alarm;make a sudden physical attack on;increase suddenly and significantly;be highly noticeable;enter eagerly into;rise in rank or status;jump down from an elevated point;run off or leave the rails;jump from an airplane and descend with a parachute;cause to jump or leap;start (a car engine whose battery is dead;bypass;pass abruptly from one state or topic to another;go back and forth; swing back and forth between two states or conditions
fire,	NN,	fire,	the event of something burning (often destructive;the act of firing weapons or artillery at an enemy;the process of combustion of inflammable materials producing heat and light and (often;a fireplace in which a relatively small fire is burning;once thought to be one of four elements composing the universe (Empedocles;feelings of great warmth and intensity;fuel that is burning and is used as a means for cooking;a severe trial;intense adverse criticism
fire,	VB,	fire,	start firing a weapon;cause to go off;bake in a kiln so as to harden;terminate the employment of; discharge from an office or position;go off or discharge;drive out or away by or as if by fire;call forth (emotions, feelings, and responses;destroy by fire;provide with fuel;generate an electrical impulse;become ignited;start or maintain a fire in
round,	NN,	round,	a charge of ammunition for a single shot;an interval during which a recurring sequence of events occurs;a regular route for a sentry or policeman;(often plural;usually in a set order;the activity of playing 18 holes of golf;the usual activities in your day;(sports;the course along which communications spread;a serving to each of a group (usually alcoholic;a cut of beef between the rump and the lower leg;a partsong in which voices follow each other; one voice starts and others join in one after another until all are singing different parts of the song at the same time;an outburst of applause;a crosspiece between the legs of a chair;any circular or rotating mechanism
round,	JJ,	round,	having the shape or form of a circle;(of sounds;(mathematics
lion,	NNS,	lions,	large gregarious predatory feline of Africa and India having a tawny coat with a shaggy mane in the male;a celebrity who is lionized (much sought after;(astrology;the fifth sign of the zodiac; the sun is in this sign from about July 23 to August 22
lion,	NN,	lion,	large gregarious predatory feline of Africa and India having a tawny coat with a shaggy mane in the male;a celebrity who is lionized (much sought after;(astrology;the fifth sign of the zodiac; the sun is in this sign from about July 23 to August 22
growl,	VB,	growl,	to utter or emit low dull rumbling sounds
sometimes,	RB,	sometimes,	on certain occasions or in certain cases but not always
copy,	VB,	copy,	copy down as is;reproduce someone's behavior or looks;reproduce or make an exact copy of;make a replica of
copy,	VBG,	copying,	copy down as is;reproduce someone's behavior or looks;reproduce or make an exact copy of;make a replica of
horsies,	VBZ,	horsies,	--- No definition found for pos_key v ---
horsie,	NNS,	horsies,	--- No definition found for pos_key n ---
elephant,	NNS,	elephants,	five-toed pachyderm;the symbol of the Republican Party; introduced in cartoons by Thomas Nast in 1874
size,	NN,	size,	the physical magnitude of something (how big it is;the property resulting from being one of a series of graduated measurements (as of clothing;any glutinous material used to fill pores in surfaces or to stiffen fabrics;the actual state of affairs;a large magnitude
size,	VBD,	sized,	cover or stiffen or glaze a porous material with size or sizing (a glutinous substance;sort according to size;make to a size; bring to a suitable size
giant,	JJ,	giant,	of great mass; huge and bulky
giant,	NN,	giant,	any creature of exceptional size;a person of exceptional importance and reputation;an unusually large enterprise;a very large person; impressive in size or qualities;someone or something that is abnormally large and powerful;an imaginary figure of superhuman size and strength; appears in folklore and fairy tales;a very bright star of large diameter and low density (relative to the Sun
dry,	JJ,	dry,	free from liquid or moisture; lacking natural or normal moisture or depleted of water; or no longer wet;humorously sarcastic or mocking;lacking moisture or volatile components;opposed to or prohibiting the production and sale of alcoholic beverages;not producing milk;(of liquor;without a mucous or watery discharge;not shedding tears;lacking interest or stimulation; dull and lifeless;used of solid substances in contrast with liquid ones;unproductive especially of the expected results;having no adornment or coloration;(of food;having a large proportion of strong liquor;lacking warmth or emotional involvement;practicing complete abstinence from alcoholic beverages
dry,	VBP,	dry,	remove the moisture from and make dry;become dry or drier
icky,	JJ,	icky,	very bad;soft and sticky
behind,	IN,	behind,	--- No definition found for pos_key i ---
jar,	NN,	jar,	a vessel (usually cylindrical;the quantity contained in a jar;a sudden jarring impact
